category,position,budget,limit_time,response_time,top1_score,top1_distance,top1_walk_time,top1_price,top5_score,top5_distance,top5_price,budget_success,distance_score,price_score,time_score,similarity
양식,정문,10000,16,0.005424917006166652,35.00000000000003,476,10,17333.333333333332,31.666666666666675,366.3333333333333,17333.333333333332,False,0.0,0.0,0.0,100.00000000000009
카페,후문,20000,13,0.005548916989937425,62.0,96,2,5000.0,55.718929980726514,153.0,5000.0,True,90.00000000000001,0.0,0.0,100.0
카페,후문,10000,13,0.005715124978451058,62.0,96,2,5000.0,55.718929980726514,153.0,5000.0,True,90.00000000000001,0.0,0.0,100.0
양식,후문,20000,17,0.005521457991562784,65.0,202,4,17333.333333333332,38.0,313.8,17333.333333333332,True,100.0,0.0,0.0,100.0
중식,정문,10000,5,0.005466707982122898,55.0,150,3,10250.0,30.66580122559837,190.0,10250.0,False,66.66666666666666,0.0,0.0,100.00000000000003
양식,후문,20000,16,0.005435290979221463,65.0,202,4,17333.333333333332,38.0,313.8,17333.333333333332,True,100.0,0.0,0.0,100.0
중식,정문,10000,18,0.005612040986306965,61.25000000000001,150,3,10250.0,44.933677097618286,229.0,10250.0,False,87.50000000000003,0.0,0.0,100.0
분식,후문,10000,12,0.005774749995907769,65.0,29,1,4625.0,42.57142857142857,207.4,4625.0,True,100.0,0.0,0.0,100.0
중식,정문,20000,17,0.005603166995570064,61.249999999999986,150,3,10250.0,44.933677097618286,229.0,10250.0,True,87.49999999999997,0.0,0.0,100.0
카페,정문,5000,5,0.005588875006651506,65.0,58,1,5000.0,50.0,142.0,5000.0,True,100.0,0.0,0.0,100.0
카페,정문,10000,7,0.00553170801140368,65.0,58,1,5000.0,55.0,142.0,5000.0,True,100.0,0.0,0.0,100.0
양식,정문,15000,20,0.0053922499937471,35.00000000000003,476,10,17333.333333333332,31.666666666666668,366.3333333333333,17333.333333333332,False,0.0,0.0,0.0,100.00000000000009
카페,후문,7000,8,0.00553466597921215,60.71428571428571,96,2,5000.0,52.954044111651704,153.0,5000.0,True,85.71428571428571,0.0,0.0,100.0
분식,정문,15000,13,0.005426542018540204,65.0,120,3,4625.0,53.0,280.6,4625.0,True,100.0,0.0,0.0,100.0
중식,정문,10000,5,0.005406832991866395,55.0,150,3,10250.0,30.66580122559837,190.0,10250.0,False,66.66666666666666,0.0,0.0,100.00000000000003
한식,정문,7000,18,0.00546158297220245,76.20723197715606,94,2,9000.0,69.39323004333781,159.8,9000.0,False,90.0,100.0,100.0,40.59209136330302
한식,후문,7000,19,0.005612291977740824,80.0,157,3,9000.0,73.75687003544343,181.6,9000.0,False,100.0,100.0,0.0,100.0
한식,정문,5000,14,0.005505249981069937,76.20723197715606,94,2,9000.0,69.39323004333781,159.8,9000.0,False,90.00000000000001,100.0,100.0,40.59209136330302
분식,정문,10000,7,0.005437165993498638,65.0,120,3,4625.0,42.0,195.8,4625.0,True,100.0,0.0,0.0,100.0
분식,후문,7000,16,0.005348958016838878,65.0,29,1,4625.0,42.57142857142857,207.4,4625.0,True,100.0,0.0,0.0,100.0
한식,정문,5000,20,0.005618875002255663,76.20723197715606,94,2,9000.0,69.39323004333781,159.8,9000.0,False,90.00000000000001,100.0,100.0,40.59209136330302
카페,정문,7000,18,0.005487165995873511,65.0,58,1,5000.0,59.0,142.0,5000.0,True,99.99999999999999,0.0,0.0,100.0
분식,후문,10000,17,0.0053932080045342445,64.99999999999999,29,1,4625.0,42.57142857142857,207.4,4625.0,True,99.99999999999997,0.0,0.0,100.0
카페,후문,10000,5,0.005579458025749773,57.5,96,2,5000.0,48.28447896413719,111.0,5000.0,True,75.0,0.0,0.0,100.0
양식,정문,10000,13,0.005556833988521248,35.00000000000003,476,10,17333.333333333332,31.666666666666675,366.3333333333333,17333.333333333332,False,0.0,0.0,0.0,100.00000000000009
분식,후문,15000,6,0.0054463749984279275,65.0,29,1,4625.0,28.5,186.2,4625.0,True,99.99999999999999,0.0,0.0,100.0
한식,후문,5000,5,0.005505582987098023,65.0,157,3,9000.0,50.02916349698039,181.6,9000.0,False,100.0,0.0,0.0,100.0
중식,정문,5000,20,0.00540870800614357,61.25,150,3,10250.0,44.933677097618286,229.0,10250.0,False,87.5,0.0,0.0,100.0
카페,후문,20000,6,0.005464374989969656,59.0,96,2,5000.0,49.88339064757245,111.0,5000.0,True,80.0,0.0,0.0,100.0
분식,정문,5000,5,0.005669417005265132,64.99999999999999,120,3,4625.0,36.24999999999999,173.0,4625.0,True,100.0,0.0,0.0,99.99999999999997
중식,후문,5000,18,0.005656792025547475,58.999999999999986,220,5,10250.0,41.06017620679919,263.8,10250.0,False,79.99999999999996,0.0,0.0,100.0
한식,정문,20000,15,0.005870416003745049,76.20723197715606,94,2,9000.0,69.39323004333781,159.8,9000.0,True,90.00000000000001,100.0,100.0,40.59209136330302
카페,정문,15000,20,0.0059020830085501075,65.0,58,1,5000.0,59.0,142.0,5000.0,True,100.0,0.0,0.0,100.0
한식,정문,20000,6,0.005326082988176495,75.51453739529788,94,2,9000.0,62.93627632053646,159.8,9000.0,True,80.0,100.0,100.0,47.18439255799394
분식,후문,5000,11,0.00521658398793079,65.0,29,1,4625.0,42.57142857142857,207.4,4625.0,True,100.0,0.0,0.0,100.0
중식,후문,10000,6,0.005263416009256616,35.0,220,5,10250.0,21.666666666666668,214.0,10250.0,False,0.0,0.0,0.0,100.0
일식,정문,20000,9,0.005870249995496124,57.14238957839563,104,2,9250.0,43.620303450474296,167.8,9250.0,True,100.00000000000003,0.0,100.0,20.406827366844638
카페,정문,10000,15,0.005777041980763897,65.0,58,1,5000.0,59.0,142.0,5000.0,True,100.0,0.0,0.0,100.0
중식,정문,7000,16,0.005484166991664097,61.25,150,3,10250.0,44.933677097618286,229.0,10250.0,False,87.5,0.0,0.0,100.0
중식,정문,10000,12,0.005459624982904643,61.25,150,3,10250.0,44.933677097618286,229.0,10250.0,False,87.49999999999999,0.0,0.0,100.0
양식,후문,15000,11,0.005543667008168995,65.0,202,4,17333.333333333332,38.0,313.8,17333.333333333332,False,100.0,0.0,0.0,100.0
양식,정문,10000,9,0.005408124998211861,0.0,307,7,17333.333333333332,0.0,311.5,17333.333333333332,False,0.0,0.0,0.0,0.0
한식,후문,10000,18,0.005517124984180555,80.0,157,3,9000.0,73.75687003544343,181.6,9000.0,True,99.99999999999999,100.0,0.0,100.0
중식,정문,5000,17,0.0053548339928966016,61.249999999999986,150,3,10250.0,44.933677097618286,229.0,10250.0,False,87.49999999999997,0.0,0.0,100.0
일식,정문,15000,5,0.005793916992843151,81.23995117935007,104,2,9250.0,60.74397070761004,167.8,9250.0,True,100.0,0.0,100.0,89.25700336957165
일식,후문,7000,16,0.005636499990941957,57.660102045859794,167,4,9250.0,44.557268814626056,251.0,9250.0,False,100.0,0.0,100.0,21.886005845313694
한식,정문,10000,15,0.005621999996947125,76.20723197715606,94,2,9000.0,69.39323004333781,159.8,9000.0,True,90.00000000000001,100.0,100.0,40.59209136330302
중식,후문,20000,20,0.005426749994512647,59.0,220,5,10250.0,41.06017620679919,263.8,10250.0,True,79.99999999999999,0.0,0.0,100.0
양식,후문,15000,10,0.005615499976556748,65.0,202,4,17333.333333333332,38.0,313.8,17333.333333333332,False,100.0,0.0,0.0,100.0
한식,후문,7000,6,0.005603833997156471,80.0,157,3,9000.0,69.08620354347165,181.6,9000.0,False,100.0,100.0,0.0,100.0
중식,후문,15000,7,0.005542041006265208,55.0,220,5,10250.0,35.0,240.0,10250.0,True,66.66666666666666,0.0,0.0,100.0
일식,후문,10000,18,0.005485583009431139,57.660102045859794,167,4,9250.0,44.557268814626035,251.0,9250.0,True,100.0,0.0,100.0,21.886005845313694
분식,정문,10000,10,0.005562874983297661,65.0,120,3,4625.0,50.42746403177718,244.0,4625.0,True,100.0,0.0,0.0,100.0
양식,정문,10000,17,0.005493542004842311,35.00000000000003,476,10,17333.333333333332,31.666666666666675,366.3333333333333,17333.333333333332,False,0.0,0.0,0.0,100.00000000000009
카페,후문,5000,16,0.005603708996204659,62.0,96,2,5000.0,55.718929980726514,153.0,5000.0,True,90.00000000000001,0.0,0.0,100.0
일식,정문,15000,8,0.005569874978391454,57.14238957839562,104,2,9250.0,43.620303450474296,167.8,9250.0,True,100.0,0.0,100.0,20.406827366844638
양식,후문,20000,7,0.005504333006683737,65.0,202,4,17333.333333333332,33.333333333333336,224.33333333333334,17333.333333333332,True,99.99999999999997,0.0,0.0,100.00000000000004
분식,후문,5000,20,0.005403584014857188,65.0,29,1,4625.0,42.57142857142857,207.4,4625.0,True,100.00000000000003,0.0,0.0,100.0
카페,후문,5000,15,0.005514208023669198,62.0,96,2,5000.0,55.718929980726514,153.0,5000.0,True,90.00000000000001,0.0,0.0,100.0
중식,정문,7000,7,0.005880874989088625,55.0,150,3,10250.0,30.66580122559837,190.0,10250.0,False,66.66666666666666,0.0,0.0,100.00000000000003
한식,후문,7000,14,0.005731125012971461,80.0,157,3,9000.0,73.75687003544343,181.6,9000.0,False,100.0,100.0,0.0,100.0
중식,후문,7000,11,0.005462125001940876,59.0,220,5,10250.0,41.0601762067992,263.8,10250.0,False,80.0,0.0,0.0,100.0
일식,후문,15000,12,0.005455375008750707,57.660102045859794,167,4,9250.0,44.55726881462605,251.0,9250.0,True,100.0,0.0,100.0,21.886005845313694
일식,정문,15000,6,0.005564624996623024,67.83571654058676,104,2,9250.0,56.20142992435204,167.8,9250.0,True,100.0,0.0,100.0,50.95919011596215
한식,정문,15000,6,0.005580291006481275,75.51453739529788,94,2,9000.0,62.93627632053646,159.8,9000.0,True,80.0,99.99999999999999,100.0,47.18439255799394
일식,정문,5000,15,0.00545787499868311,57.14238957839562,104,2,9250.0,43.620303450474296,167.8,9250.0,False,100.0,0.0,100.0,20.406827366844638
양식,후문,7000,7,0.005503375025000423,65.0,202,4,17333.333333333332,33.333333333333336,224.33333333333334,17333.333333333332,False,99.99999999999997,0.0,0.0,100.00000000000004
한식,정문,15000,14,0.005565542000113055,76.20723197715606,94,2,9000.0,69.39323004333781,159.8,9000.0,True,90.00000000000001,99.99999999999999,100.0,40.59209136330302
카페,후문,10000,20,0.005518375022802502,62.0,96,2,5000.0,55.718929980726514,153.0,5000.0,True,90.00000000000001,0.0,0.0,100.0
카페,정문,20000,9,0.005573209025897086,65.0,58,1,5000.0,57.5,142.0,5000.0,True,99.99999999999999,0.0,0.0,100.0
일식,후문,5000,9,0.005481125001097098,72.31893709653266,167,4,9250.0,60.427574838613054,229.0,9250.0,False,99.99999999999999,0.0,100.0,63.76839170437905
중식,후문,5000,12,0.005409207980846986,58.999999999999986,220,5,10250.0,41.060176206799184,263.8,10250.0,False,79.99999999999997,0.0,0.0,100.0
양식,정문,10000,14,0.005404625000664964,35.00000000000003,476,10,17333.333333333332,31.666666666666675,366.3333333333333,17333.333333333332,False,0.0,0.0,0.0,100.00000000000009
양식,후문,15000,15,0.005400750000262633,65.0,202,4,17333.333333333332,38.0,313.8,17333.333333333332,False,100.0,0.0,0.0,100.0
카페,정문,7000,15,0.005528708978090435,65.0,58,1,5000.0,59.0,142.0,5000.0,True,100.0,0.0,0.0,100.0
양식,정문,10000,19,0.005395166983362287,35.00000000000003,476,10,17333.333333333332,31.666666666666668,366.3333333333333,17333.333333333332,False,0.0,0.0,0.0,100.00000000000009
일식,후문,7000,11,0.005485624977154657,57.660102045859794,167,4,9250.0,44.557268814626056,251.0,9250.0,False,100.0,0.0,100.0,21.886005845313694
일식,후문,7000,18,0.005383667012210935,57.660102045859794,167,4,9250.0,44.557268814626035,251.0,9250.0,False,100.0,0.0,100.0,21.886005845313694
카페,정문,15000,10,0.0054358750057872385,65.0,58,1,5000.0,58.333333333333336,142.0,5000.0,True,100.0,0.0,0.0,100.0
한식,후문,5000,13,0.005484834022354335,80.0,157,3,9000.0,73.75687003544343,181.6,9000.0,False,100.0,100.0,0.0,100.0
일식,정문,20000,5,0.005462125001940876,81.23995117935007,104,2,9250.0,60.74397070761004,167.8,9250.0,True,100.0,0.0,100.0,89.25700336957165
일식,후문,5000,14,0.005402040987974033,57.660102045859794,167,4,9250.0,44.55726881462605,251.0,9250.0,False,100.0,0.0,100.0,21.886005845313694
중식,정문,10000,6,0.005467375012813136,55.0,150,3,10250.0,30.66580122559837,190.0,10250.0,False,66.66666666666666,0.0,0.0,100.00000000000003
양식,정문,20000,19,0.005414207989815623,35.00000000000003,476,10,17333.333333333332,31.666666666666668,366.3333333333333,17333.333333333332,True,0.0,0.0,0.0,100.00000000000009
카페,후문,10000,13,0.005528999987291172,62.0,96,2,5000.0,55.718929980726514,153.0,5000.0,True,90.00000000000001,0.0,0.0,100.0
일식,정문,10000,8,0.00573620802606456,57.14238957839562,104,2,9250.0,43.620303450474296,167.8,9250.0,True,100.0,0.0,100.0,20.406827366844638
중식,정문,20000,14,0.0057095410011243075,61.25,150,3,10250.0,44.933677097618286,229.0,10250.0,True,87.49999999999999,0.0,0.0,100.0
일식,후문,15000,14,0.005474125006003305,57.660102045859794,167,4,9250.0,44.55726881462605,251.0,9250.0,True,100.0,0.0,100.0,21.886005845313694
한식,정문,20000,11,0.0055277499777730554,76.20723197715606,94,2,9000.0,69.39323004333781,159.8,9000.0,True,90.0,100.0,100.0,40.59209136330302
일식,정문,5000,10,0.005380374990636483,57.14238957839562,104,2,9250.0,43.620303450474296,167.8,9250.0,False,100.0,0.0,100.0,20.406827366844638
양식,후문,10000,5,0.005451083998195827,65.00000000000001,202,4,17333.333333333332,33.33333333333334,224.33333333333334,17333.333333333332,False,100.0,0.0,0.0,100.00000000000004
중식,후문,5000,16,0.005389416008256376,59.0,220,5,10250.0,41.06017620679919,263.8,10250.0,False,80.0,0.0,0.0,100.0
양식,정문,7000,15,0.006302708003204316,35.00000000000003,476,10,17333.333333333332,31.666666666666675,366.3333333333333,17333.333333333332,False,0.0,0.0,0.0,100.00000000000009
분식,정문,5000,6,0.005456957995193079,65.0,120,3,4625.0,39.0,195.8,4625.0,True,100.0,0.0,0.0,100.0
양식,후문,10000,15,0.005391582992160693,65.0,202,4,17333.333333333332,38.0,313.8,17333.333333333332,False,100.0,0.0,0.0,100.0
한식,정문,15000,9,0.005522833002032712,76.33576663490625,94,2,9000.0,67.79979707395108,159.8,9000.0,True,87.50000000000001,99.99999999999999,100.0,43.10219038544645
양식,후문,5000,20,0.005369416991015896,64.99999999999999,202,4,17333.333333333332,38.0,313.8,17333.333333333332,False,99.99999999999997,0.0,0.0,100.0
한식,정문,20000,14,0.005564915976719931,76.20723197715606,94,2,9000.0,69.39323004333781,159.8,9000.0,True,90.00000000000001,100.0,100.0,40.59209136330302
카페,정문,5000,16,0.005474708013935015,65.0,58,1,5000.0,59.0,142.0,5000.0,True,100.0,0.0,0.0,100.0
분식,정문,5000,15,0.005391292012063786,65.0,120,3,4625.0,53.0,280.6,4625.0,True,100.0,0.0,0.0,100.0
일식,후문,5000,9,0.0054579999996349216,72.31893709653266,167,4,9250.0,60.427574838613054,229.0,9250.0,False,99.99999999999999,0.0,100.0,63.76839170437905
카페,후문,5000,7,0.0055100419849622995,60.0,96,2,5000.0,51.62181726394128,153.0,5000.0,True,83.33333333333333,0.0,0.0,100.0
한식,정문,10000,10,0.00554462501895614,76.04550791079258,94,2,9000.0,68.64135887215673,159.8,9000.0,True,88.8888888888889,100.0,100.0,41.08240355464544
중식,정문,10000,5,0.00543208300950937,55.0,150,3,10250.0,30.66580122559837,190.0,10250.0,False,66.66666666666666,0.0,0.0,100.00000000000003
한식,정문,10000,9,0.0055303749977611005,76.33576663490625,94,2,9000.0,67.79979707395108,159.8,9000.0,True,87.50000000000001,100.0,100.0,43.10219038544645
카페,후문,7000,14,0.005486292007844895,62.0,96,2,5000.0,55.718929980726514,153.0,5000.0,True,90.00000000000001,0.0,0.0,100.0
카페,정문,15000,20,0.005619457981083542,65.0,58,1,5000.0,59.0,142.0,5000.0,True,100.0,0.0,0.0,100.0
양식,정문,10000,10,0.005418832995928824,35.00000000000003,476,10,17333.333333333332,31.666666666666675,366.3333333333333,17333.333333333332,False,0.0,0.0,0.0,100.00000000000009
카페,정문,7000,17,0.005462625005748123,65.0,58,1,5000.0,59.0,142.0,5000.0,True,100.0,0.0,0.0,100.0
중식,정문,5000,11,0.0053819580061826855,61.25000000000001,150,3,10250.0,44.933677097618286,229.0,10250.0,False,87.50000000000003,0.0,0.0,100.0
한식,정문,20000,19,0.0054732080025132746,76.20723197715606,94,2,9000.0,69.39323004333781,159.8,9000.0,True,90.0,100.0,100.0,40.59209136330302
양식,정문,5000,11,0.005548458022531122,35.00000000000003,476,10,17333.333333333332,31.666666666666675,366.3333333333333,17333.333333333332,False,0.0,0.0,0.0,100.00000000000009
분식,정문,20000,12,0.005692417005775496,65.0,120,3,4625.0,53.0,280.6,4625.0,True,100.00000000000003,0.0,0.0,100.0
양식,후문,10000,20,0.005373292020522058,64.99999999999999,202,4,17333.333333333332,38.0,313.8,17333.333333333332,False,99.99999999999997,0.0,0.0,100.0
분식,후문,7000,17,0.005391249986132607,64.99999999999999,29,1,4625.0,42.57142857142857,207.4,4625.0,True,99.99999999999997,0.0,0.0,100.0
카페,정문,7000,11,0.005542500002775341,65.0,58,1,5000.0,59.0,142.0,5000.0,True,100.0,0.0,0.0,100.0
일식,정문,7000,13,0.005437457992229611,57.14238957839562,104,2,9250.0,43.620303450474296,167.8,9250.0,False,100.0,0.0,100.0,20.406827366844638
카페,정문,5000,8,0.005552582995733246,65.0,58,1,5000.0,56.42857142857142,142.0,5000.0,True,100.0,0.0,0.0,100.0
일식,후문,5000,10,0.005419332999736071,57.660102045859794,167,4,9250.0,44.557268814626056,251.0,9250.0,False,100.0,0.0,100.0,21.886005845313694
한식,정문,20000,10,0.0056067499972414225,76.04550791079258,94,2,9000.0,68.64135887215673,159.8,9000.0,True,88.8888888888889,100.0,100.0,41.08240355464544
분식,정문,20000,18,0.005425625015050173,65.0,120,3,4625.0,53.0,280.6,4625.0,True,99.99999999999999,0.0,0.0,100.0
분식,후문,10000,6,0.005471666983794421,65.0,29,1,4625.0,28.5,186.2,4625.0,True,99.99999999999999,0.0,0.0,100.0
분식,정문,20000,15,0.00542999999015592,65.0,120,3,4625.0,53.0,280.6,4625.0,True,100.0,0.0,0.0,100.0
카페,후문,15000,5,0.00555620898376219,57.5,96,2,5000.0,48.28447896413719,111.0,5000.0,True,75.0,0.0,0.0,100.0
양식,정문,7000,18,0.0054243339982349426,35.00000000000003,476,10,17333.333333333332,31.666666666666675,366.3333333333333,17333.333333333332,False,0.0,0.0,0.0,100.00000000000009
분식,후문,20000,20,0.005430499993963167,65.0,29,1,4625.0,42.57142857142857,207.4,4625.0,True,100.00000000000003,0.0,0.0,100.0
양식,후문,5000,5,0.005467833019793034,65.00000000000001,202,4,17333.333333333332,33.33333333333334,224.33333333333334,17333.333333333332,False,100.0,0.0,0.0,100.00000000000004
일식,후문,20000,15,0.005431625002529472,57.660102045859794,167,4,9250.0,44.55726881462605,251.0,9250.0,True,100.0,0.0,100.0,21.886005845313694
중식,후문,15000,19,0.005435708008008078,59.00000000000001,220,5,10250.0,41.0601762067992,263.8,10250.0,True,80.00000000000003,0.0,0.0,100.0
카페,후문,15000,15,0.005517040990525857,62.0,96,2,5000.0,55.718929980726514,153.0,5000.0,True,90.00000000000001,0.0,0.0,100.0
한식,정문,5000,8,0.005544917017687112,75.51329746989109,94,2,9000.0,66.75587802303191,159.8,9000.0,False,85.71428571428571,100.0,100.0,42.2828907303011
중식,후문,10000,14,0.005768333008745685,59.0,220,5,10250.0,41.0601762067992,263.8,10250.0,False,79.99999999999999,0.0,0.0,100.0
분식,후문,10000,10,0.0059625419962685555,65.0,29,1,4625.0,42.57142857142857,207.4,4625.0,True,100.0,0.0,0.0,100.0
분식,정문,15000,6,0.00692929100478068,65.0,120,3,4625.0,39.0,195.8,4625.0,True,100.0,0.0,0.0,100.0
분식,후문,10000,17,0.006421666999813169,64.99999999999999,29,1,4625.0,42.57142857142857,207.4,4625.0,True,99.99999999999997,0.0,0.0,100.0
카페,정문,20000,14,0.005785458983154967,65.0,58,1,5000.0,59.0,142.0,5000.0,True,100.0,0.0,0.0,100.0
일식,정문,10000,8,0.006040792010026053,57.14238957839562,104,2,9250.0,43.620303450474296,167.8,9250.0,True,100.0,0.0,100.0,20.406827366844638
분식,정문,7000,17,0.005766624992247671,65.0,120,3,4625.0,53.0,280.6,4625.0,True,100.0,0.0,0.0,100.0
카페,정문,20000,16,0.0055687089916318655,65.0,58,1,5000.0,59.0,142.0,5000.0,True,100.0,0.0,0.0,100.0
카페,후문,20000,6,0.005639542010612786,59.0,96,2,5000.0,49.88339064757245,111.0,5000.0,True,80.0,0.0,0.0,100.0
일식,후문,10000,12,0.005434666003566235,57.660102045859794,167,4,9250.0,44.55726881462605,251.0,9250.0,True,100.0,0.0,100.0,21.886005845313694
양식,후문,5000,11,0.005419583001639694,65.0,202,4,17333.333333333332,38.0,313.8,17333.333333333332,False,100.0,0.0,0.0,100.0
분식,후문,7000,16,0.005441166984383017,65.0,29,1,4625.0,42.57142857142857,207.4,4625.0,True,100.0,0.0,0.0,100.0
일식,정문,10000,11,0.005582540994510055,57.14238957839562,104,2,9250.0,43.620303450474296,167.8,9250.0,True,100.0,0.0,100.0,20.406827366844638
한식,후문,7000,11,0.005567500018514693,80.0,157,3,9000.0,73.75687003544343,181.6,9000.0,False,100.0,100.0,0.0,100.0
카페,정문,7000,5,0.005614541994873434,65.0,58,1,5000.0,50.0,142.0,5000.0,True,100.0,0.0,0.0,100.0
한식,후문,20000,18,0.0055984169885050505,80.0,157,3,9000.0,73.75687003544343,181.6,9000.0,True,99.99999999999999,100.0,0.0,100.0
한식,후문,20000,6,0.005625999998301268,80.0,157,3,9000.0,69.08620354347165,181.6,9000.0,True,100.0,100.0,0.0,100.0
양식,후문,10000,15,0.005588791973423213,65.0,202,4,17333.333333333332,38.0,313.8,17333.333333333332,False,100.0,0.0,0.0,100.0
카페,후문,10000,6,0.005632290994981304,59.0,96,2,5000.0,49.88339064757245,111.0,5000.0,True,80.0,0.0,0.0,100.0
양식,정문,7000,17,0.005990290985209867,35.00000000000003,476,10,17333.333333333332,31.666666666666675,366.3333333333333,17333.333333333332,False,0.0,0.0,0.0,100.00000000000009
중식,정문,5000,9,0.0058054589899256825,60.71428571428571,150,3,10250.0,41.84562023121812,229.0,10250.0,False,85.71428571428571,0.0,0.0,100.0
양식,정문,5000,12,0.005471500015119091,35.00000000000003,476,10,17333.333333333332,31.666666666666675,366.3333333333333,17333.333333333332,False,0.0,0.0,0.0,100.00000000000009
분식,정문,10000,16,0.005397666012868285,65.0,120,3,4625.0,53.0,280.6,4625.0,True,100.0,0.0,0.0,100.0
한식,정문,15000,15,0.005469750001793727,76.20723197715606,94,2,9000.0,69.39323004333781,159.8,9000.0,True,90.00000000000001,99.99999999999999,100.0,40.59209136330302
일식,정문,7000,13,0.005398292007157579,57.14238957839562,104,2,9250.0,43.620303450474296,167.8,9250.0,False,100.0,0.0,100.0,20.406827366844638
중식,후문,7000,18,0.005365332996007055,58.999999999999986,220,5,10250.0,41.06017620679919,263.8,10250.0,False,79.99999999999996,0.0,0.0,100.0
중식,후문,20000,16,0.005361624993383884,59.0,220,5,10250.0,41.06017620679919,263.8,10250.0,True,80.0,0.0,0.0,100.0
카페,후문,15000,14,0.005492500000400469,62.0,96,2,5000.0,55.718929980726514,153.0,5000.0,True,90.00000000000001,0.0,0.0,100.0
양식,후문,5000,12,0.005405999982031062,65.0,202,4,17333.333333333332,38.0,313.8,17333.333333333332,False,100.0,0.0,0.0,100.0
카페,후문,10000,16,0.0054499999969266355,62.0,96,2,5000.0,55.718929980726514,153.0,5000.0,True,90.00000000000001,0.0,0.0,100.0
한식,후문,20000,7,0.005554540985031053,80.0,157,3,9000.0,70.61560675495255,181.6,9000.0,True,100.0,100.0,0.0,100.0
한식,후문,7000,11,0.005649124999763444,80.0,157,3,9000.0,73.75687003544343,181.6,9000.0,False,100.0,100.0,0.0,100.0
한식,정문,10000,9,0.005622833006782457,76.33576663490625,94,2,9000.0,67.79979707395108,159.8,9000.0,True,87.50000000000001,100.0,100.0,43.10219038544645
일식,후문,20000,16,0.005454500002088025,57.660102045859794,167,4,9250.0,44.557268814626056,251.0,9250.0,True,100.0,0.0,100.0,21.886005845313694
중식,정문,5000,18,0.0054511250054929405,61.25000000000001,150,3,10250.0,44.933677097618286,229.0,10250.0,False,87.50000000000003,0.0,0.0,100.0
일식,정문,5000,14,0.005443625006591901,57.14238957839561,104,2,9250.0,43.62030345047428,167.8,9250.0,False,99.99999999999997,0.0,100.0,20.406827366844638
중식,정문,15000,11,0.0060027079889550805,61.25000000000001,150,3,10250.0,44.933677097618286,229.0,10250.0,True,87.50000000000003,0.0,0.0,100.0
한식,후문,20000,20,0.0056653330102562904,80.0,157,3,9000.0,73.75687003544343,181.6,9000.0,True,100.0,100.0,0.0,100.0
중식,후문,15000,5,0.005506999994395301,35.0,220,5,10250.0,21.666666666666668,214.0,10250.0,True,0.0,0.0,0.0,100.0
한식,정문,7000,6,0.005548291985178366,75.51453739529788,94,2,9000.0,62.93627632053646,159.8,9000.0,False,80.0,100.0,100.0,47.18439255799394
중식,후문,20000,8,0.0054507500026375055,57.50000000000001,220,5,10250.0,36.77992462320379,263.8,10250.0,True,75.0,0.0,0.0,100.00000000000003
카페,후문,15000,6,0.00549958401825279,59.0,96,2,5000.0,49.88339064757245,111.0,5000.0,True,80.0,0.0,0.0,100.0
분식,정문,10000,5,0.005319624993717298,64.99999999999999,120,3,4625.0,36.24999999999999,173.0,4625.0,True,100.0,0.0,0.0,99.99999999999997
중식,후문,5000,13,0.005376082990551367,59.0,220,5,10250.0,41.06017620679919,263.8,10250.0,False,80.00000000000001,0.0,0.0,100.0
일식,후문,20000,7,0.005430957971839234,66.82070972715294,167,4,9250.0,55.72828389086118,229.0,9250.0,True,100.0,0.0,100.0,48.0591706490084
분식,후문,7000,9,0.005380209011491388,65.0,29,1,4625.0,42.57142857142857,207.4,4625.0,True,100.0,0.0,0.0,100.0
분식,후문,5000,10,0.005402958020567894,65.0,29,1,4625.0,42.57142857142857,207.4,4625.0,True,100.0,0.0,0.0,100.0
일식,후문,15000,16,0.005373209016397595,57.660102045859794,167,4,9250.0,44.557268814626056,251.0,9250.0,True,100.0,0.0,100.0,21.886005845313694
카페,후문,10000,15,0.005472666001878679,62.0,96,2,5000.0,55.718929980726514,153.0,5000.0,True,90.00000000000001,0.0,0.0,100.0
카페,정문,15000,11,0.0054894159839022905,65.0,58,1,5000.0,59.0,142.0,5000.0,True,100.0,0.0,0.0,100.0
중식,후문,7000,14,0.005385417025536299,59.0,220,5,10250.0,41.0601762067992,263.8,10250.0,False,79.99999999999999,0.0,0.0,100.0
일식,정문,10000,12,0.005687916011083871,57.14238957839562,104,2,9250.0,43.620303450474296,167.8,9250.0,True,100.0,0.0,100.0,20.406827366844638
양식,후문,7000,12,0.006220042007043958,65.0,202,4,17333.333333333332,38.0,313.8,17333.333333333332,False,100.0,0.0,0.0,100.0
일식,후문,7000,15,0.006053291988791898,57.660102045859794,167,4,9250.0,44.55726881462605,251.0,9250.0,False,100.0,0.0,100.0,21.886005845313694
분식,정문,15000,7,0.005930415994953364,65.0,120,3,4625.0,42.0,195.8,4625.0,True,100.0,0.0,0.0,100.0
양식,후문,5000,12,0.005644832999678329,65.0,202,4,17333.333333333332,38.0,313.8,17333.333333333332,False,100.0,0.0,0.0,100.0
중식,정문,10000,18,0.005563625018112361,61.25000000000001,150,3,10250.0,44.933677097618286,229.0,10250.0,False,87.50000000000003,0.0,0.0,100.0
일식,후문,15000,5,0.005602833000011742,50.0,167,4,9250.0,30.656698565793725,216.0,9250.0,True,100.0,0.0,100.0,0.0
